"Purchase"	"WeekofPurchase"	"StoreID"	"PriceCH"	"PriceMM"	"DiscCH"	"DiscMM"	"SpecialCH"	"SpecialMM"	"LoyalCH"	"SalePriceMM"	"SalePriceCH"	"PriceDiff"	"Store7"	"PctDiscMM"	"PctDiscCH"	"ListPriceDiff"	"STORE"	"logpurch"
"CH"	268	3	1	2.09	0.1	0	0	0	0.90437	2.09	1.89	0.2	"No"	0	0.050251	0.1	3	5.59098698051086
"CH"	237	3	0	2.09	0	0	0	0	0.540992	2.09	1.79	0.3	"No"	0	0	0.3	3	5.46806014113513
"MM"	248	3	1	2.23	0	0	0	0	0.5	2.23	1.99	0.24	"No"	0	0	0.24	3	5.51342874616498
"MM"	262	2	0	2.18	0	0.6	0	1	0.4	1.58	1.86	-0.28	"No"	0.275229	0	0.32	2	5.5683445037611
"CH"	233	3	0	2.09	0	0	0	0	0.5072	2.09	1.79	0.3	"No"	0	0	0.3	3	5.4510384535657
"MM"	236	2	0	1.99	0	0	0	0	0.60576	1.99	1.75	0.24	"No"	0	0	0.24	2	5.46383180502561
"CH"	237	2	0	1.99	0	0	0	0	0.484608	1.99	1.75	0.24	"No"	0	0	0.24	2	5.46806014113513
"CH"	238	2	0	1.99	0	0	0	0	0.587686	1.99	1.75	0.24	"No"	0	0	0.24	2	5.47227067367148
"CH"	239	3	0	2.23	0	0	0	0	0.670149	2.23	1.79	0.44	"No"	0	0	0.44	3	5.47646355193151
"CH"	240	2	0	1.99	0	0.3	0	1	0.736119	1.69	1.75	-0.06	"No"	0.150754	0	0.24	2	5.48063892334199
"CH"	241	3	0	2.23	0	0	0	0	0.788895	2.23	1.79	0.44	"No"	0	0	0.44	3	5.48479693349065
"CH"	247	3	1	2.23	0	0	0	0	0.831116	2.23	1.99	0.24	"No"	0	0	0.24	3	5.50938833662798
"CH"	248	3	1	2.23	0	0	0	0	0.864893	2.23	1.99	0.24	"No"	0	0	0.24	3	5.51342874616498
"CH"	249	2	1	2.09	0	0	0	0	0.891914	2.09	1.89	0.2	"No"	0	0	0.2	2	5.51745289646471
"CH"	251	2	1	2.09	0.13	0	0	0	0.913532	2.09	1.76	0.33	"No"	0	0.068783	0.2	2	5.52545293913178
"CH"	254	2	1	2.09	0.13	0	0	0	0.930825	2.09	1.76	0.33	"No"	0	0.068783	0.2	2	5.53733426701854
"CH"	260	2	0	2.18	0	0.7	0	0	0.94466	1.48	1.86	-0.38	"No"	0.321101	0	0.32	2	5.56068163101553
"CH"	261	2	0	2.18	0	0	0	0	0.955728	2.18	1.86	0.32	"No"	0	0	0.32	2	5.56452040732269
"CH"	262	3	1	2.09	0	0	0	0	0.964583	2.09	1.99	0.1	"No"	0	0	0.1	3	5.5683445037611
"CH"	266	2	0	2.18	0	0	0	0	0.971666	2.18	1.86	0.32	"No"	0	0	0.32	2	5.5834963087817
"CH"	269	2	0	2.18	0	0	0	0	0.977333	2.18	1.86	0.32	"No"	0	0	0.32	2	5.59471137960184
"CH"	270	2	0	2.18	0	0	0	0	0.981866	2.18	1.86	0.32	"No"	0	0	0.32	2	5.59842195899838
"MM"	271	2	0	2.18	0	0.06	0	0	0.985493	2.12	1.86	0.26	"No"	0.027523	0	0.32	2	5.6021188208797
"CH"	271	2	0	2.18	0	0.06	0	0	0.788394	2.12	1.86	0.26	"No"	0.027523	0	0.32	2	5.6021188208797
"CH"	253	1	0	2.09	0	0	0	0	0.6	2.09	1.76	0.33	"No"	0	0	0.33	1	5.53338948872752
"CH"	266	7	0	2.13	0.37	0	1	0	0.68	2.13	1.49	0.64	"Yes"	0	0.198925	0.27	0	5.5834963087817
"CH"	265	7	0	2.13	0.37	0	1	0	0.4	2.13	1.49	0.64	"Yes"	0	0.198925	0.27	0	5.57972982598622
"CH"	267	7	0	2.13	0	0	1	0	0.52	2.13	1.86	0.27	"Yes"	0	0	0.27	0	5.58724865840025
"MM"	228	2	0	1.69	0	0	0	0	0.5	1.69	1.69	0	"No"	0	0	0	2	5.42934562895444
"MM"	243	1	0	1.99	0	0.8	0	1	0.4	1.19	1.86	-0.67	"No"	0.40201	0	0.13	1	5.49306144334055
"MM"	256	2	1	2.18	0.13	0	0	0	0.4	2.18	1.76	0.42	"No"	0	0.068783	0.29	2	5.54517744447956
"MM"	259	2	0	2.18	0	0.4	0	1	0.32	1.78	1.86	-0.08	"No"	0.183486	0	0.32	2	5.55682806169954
"MM"	261	2	0	2.18	0	0	0	0	0.256	2.18	1.86	0.32	"No"	0	0	0.32	2	5.56452040732269
"CH"	254	4	1	2.29	0	0	1	0	0.5	2.29	1.99	0.3	"No"	0	0	0.3	4	5.53733426701854
"CH"	260	1	0	1.99	0	0.2	0	0	0.6	1.79	1.76	0.03	"No"	0.100503	0	0.23	1	5.56068163101553
"CH"	266	1	0	1.99	0	0.1	0	0	0.68	1.89	1.86	0.03	"No"	0.050251	0	0.13	1	5.5834963087817
"MM"	267	1	0	1.99	0	0.2	0	1	0.744	1.79	1.86	-0.07	"No"	0.100503	0	0.13	1	5.58724865840025
"MM"	268	1	0	1.99	0	0.2	0	1	0.5952	1.79	1.86	-0.07	"No"	0.100503	0	0.13	1	5.59098698051086
"CH"	270	1	0	2.18	0	0	0	0	0.47616	2.18	1.86	0.32	"No"	0	0	0.32	1	5.59842195899838
"CH"	273	1	0	2.18	0	0	0	0	0.580928	2.18	1.86	0.32	"No"	0	0	0.32	1	5.60947179518496
"CH"	274	1	1	2.13	0	0.74	0	1	0.664742	1.39	1.96	-0.57	"No"	0.347418	0	0.17	1	5.61312810638807
"MM"	274	1	1	2.13	0	0.74	0	1	0.731794	1.39	1.96	-0.57	"No"	0.347418	0	0.17	1	5.61312810638807
"CH"	277	1	1	2.13	0.24	0	0	0	0.585435	2.13	1.75	0.38	"No"	0	0.120603	0.14	1	5.62401750618734
"MM"	235	7	0	1.99	0	0.4	0	0	0.4	1.59	1.75	-0.16	"Yes"	0.201005	0	0.24	0	5.45958551414416
"MM"	240	7	0	2.09	0	0	0	0	0.32	2.09	1.86	0.23	"Yes"	0	0	0.23	0	5.48063892334199
"MM"	242	3	1	2.23	0	0	0	0	0.256	2.23	1.99	0.24	"No"	0	0	0.24	3	5.48893772615669
"MM"	243	7	0	2.09	0	0.2	0	0	0.2048	1.89	1.86	0.03	"Yes"	0.095694	0	0.23	0	5.49306144334055
"MM"	254	7	0	2.18	0	0	0	0	0.16384	2.18	1.86	0.32	"Yes"	0	0	0.32	0	5.53733426701854
"MM"	256	7	0	2.18	0	0	0	0	0.131072	2.18	1.86	0.32	"Yes"	0	0	0.32	0	5.54517744447956
"MM"	259	7	0	2.18	0	0	0	0	0.104858	2.18	1.86	0.32	"Yes"	0	0	0.32	0	5.55682806169954
"MM"	260	7	0	2.13	0	0.24	0	0	0.083886	1.89	1.86	0.03	"Yes"	0.112676	0	0.27	0	5.56068163101553
"MM"	278	7	1	2.13	0	0	0	0	0.067109	2.13	2.06	0.07	"Yes"	0	0	0.07	0	5.62762111369064
"MM"	227	3	0	1.79	0	0	0	1	0.053687	1.79	1.79	0	"No"	0	0	0	3	5.4249500174814
"MM"	228	3	0	1.79	0	0	0	0	0.04295	1.79	1.79	0	"No"	0	0	0	3	5.42934562895444
"MM"	229	3	0	1.79	0	0	0	0	0.03436	1.79	1.79	0	"No"	0	0	0	3	5.43372200355424
"MM"	230	3	0	1.79	0	0	0	0	0.027488	1.79	1.79	0	"No"	0	0	0	3	5.4380793089232
"MM"	231	3	0	1.79	0	0	0	0	0.02199	1.79	1.79	0	"No"	0	0	0	3	5.44241771052179
"MM"	232	3	0	2.09	0	0	0	0	0.017592	2.09	1.79	0.3	"No"	0	0	0.3	3	5.44673737166631
"MM"	233	3	0	2.09	0	0	0	0	0.014074	2.09	1.79	0.3	"No"	0	0	0.3	3	5.4510384535657
"MM"	234	3	0	2.09	0	0	0	0	0.011259	2.09	1.79	0.3	"No"	0	0	0.3	3	5.4553211153577
"MM"	235	3	0	2.09	0	0	0	0	0.009007	2.09	1.79	0.3	"No"	0	0	0.3	3	5.45958551414416
"MM"	236	3	0	2.09	0	0	0	0	0.007206	2.09	1.79	0.3	"No"	0	0	0.3	3	5.46383180502561
"MM"	241	3	0	2.23	0	0	0	0	0.005765	2.23	1.79	0.44	"No"	0	0	0.44	3	5.48479693349065
"MM"	245	3	1	2.23	0	0	0	0	0.004612	2.23	1.99	0.24	"No"	0	0	0.24	3	5.50125821054473
"MM"	247	3	1	2.23	0	0	0	0	0.003689	2.23	1.99	0.24	"No"	0	0	0.24	3	5.50938833662798
"MM"	248	3	1	2.23	0	0	0	0	0.002951	2.23	1.99	0.24	"No"	0	0	0.24	3	5.51342874616498
"MM"	249	3	1	2.23	0	0	0	0	0.002361	2.23	1.99	0.24	"No"	0	0	0.24	3	5.51745289646471
"MM"	250	3	1	2.23	0	0	0	0	0.001889	2.23	1.99	0.24	"No"	0	0	0.24	3	5.52146091786225
"MM"	254	3	1	2.29	0	0	1	0	0.001511	2.29	1.99	0.3	"No"	0	0	0.3	3	5.53733426701854
"MM"	255	3	1	2.29	0	0	0	0	0.001209	2.29	1.99	0.3	"No"	0	0	0.3	3	5.54126354515843
"MM"	256	3	1	2.29	0	0	0	0	0.000967	2.29	1.99	0.3	"No"	0	0	0.3	3	5.54517744447956
"MM"	257	3	1	2.29	0	0.4	0	1	0.000774	1.89	1.99	-0.1	"No"	0.174672	0	0.3	3	5.54907608489522
"MM"	259	3	1	2.29	0	0	0	0	0.000619	2.29	1.99	0.3	"No"	0	0	0.3	3	5.55682806169954
"MM"	259	3	1	2.29	0	0	0	0	0.000495	2.29	1.99	0.3	"No"	0	0	0.3	3	5.55682806169954
"MM"	260	3	1	2.09	0	0	0	0	0.000396	2.09	1.99	0.1	"No"	0	0	0.1	3	5.56068163101553
"MM"	263	3	1	2.09	0	0	0	0	0.000317	2.09	1.99	0.1	"No"	0	0	0.1	3	5.57215403217776
"MM"	264	3	1	2.09	0.1	0	0	0	0.000254	2.09	1.89	0.2	"No"	0	0.050251	0.1	3	5.57594910314632
"MM"	265	3	1	2.09	0.1	0	0	0	0.000203	2.09	1.89	0.2	"No"	0	0.050251	0.1	3	5.57972982598622
"MM"	266	3	1	2.09	0.1	0	0	0	0.000162	2.09	1.89	0.2	"No"	0	0.050251	0.1	3	5.5834963087817
"MM"	267	3	1	2.09	0.1	0	0	0	0.00013	2.09	1.89	0.2	"No"	0	0.050251	0.1	3	5.58724865840025
"MM"	267	3	1	2.09	0.1	0	0	0	0.000104	2.09	1.89	0.2	"No"	0	0.050251	0.1	3	5.58724865840025
"MM"	268	3	1	2.09	0.1	0	0	0	8.3e-05	2.09	1.89	0.2	"No"	0	0.050251	0.1	3	5.59098698051086
"MM"	269	3	1	2.09	0.1	0	0	0	6.6e-05	2.09	1.89	0.2	"No"	0	0.050251	0.1	3	5.59471137960184
"MM"	269	3	1	2.09	0.1	0	0	0	5.3e-05	2.09	1.89	0.2	"No"	0	0.050251	0.1	3	5.59471137960184
"MM"	270	3	1	2.09	0.1	0	0	0	4.3e-05	2.09	1.89	0.2	"No"	0	0.050251	0.1	3	5.59842195899838
"MM"	271	3	1	2.09	0.1	0.4	1	0	3.4e-05	1.69	1.89	-0.2	"No"	0.191388	0.050251	0.1	3	5.6021188208797
"MM"	272	3	1	2.09	0	0.4	0	0	2.7e-05	1.69	1.99	-0.3	"No"	0.191388	0	0.1	3	5.605802066296
"MM"	273	3	1	2.09	0	0.4	0	0	2.2e-05	1.69	1.99	-0.3	"No"	0.191388	0	0.1	3	5.60947179518496
"MM"	274	3	1	2.09	0	0.4	0	0	1.7e-05	1.69	1.99	-0.3	"No"	0.191388	0	0.1	3	5.61312810638807
"MM"	275	3	1	2.09	0	0.4	0	0	1.4e-05	1.69	2.09	-0.4	"No"	0.191388	0	0	3	5.61677109766657
"MM"	276	3	1	2.09	0.2	0.4	0	0	1.1e-05	1.69	1.89	-0.2	"No"	0.191388	0.095694	0	3	5.62040086571715
"CH"	269	7	0	2.13	0.27	0	1	0	0.5	2.13	1.59	0.54	"Yes"	0	0.145161	0.27	0	5.59471137960184
"CH"	270	7	0	2.13	0.27	0	1	0	0.6	2.13	1.59	0.54	"Yes"	0	0.145161	0.27	0	5.59842195899838
"CH"	275	1	1	2.13	0	0.74	0	1	0.68	1.39	1.96	-0.57	"No"	0.347418	0	0.17	1	5.61677109766657
"MM"	274	4	1	2.09	0	0.4	0	0	0.5	1.69	1.99	-0.3	"No"	0.191388	0	0.1	4	5.61312810638807
"MM"	275	4	1	2.09	0	0.4	0	0	0.4	1.69	2.09	-0.4	"No"	0.191388	0	0	4	5.61677109766657
"MM"	276	4	1	2.09	0.2	0.4	0	0	0.32	1.69	1.89	-0.2	"No"	0.191388	0.095694	0	4	5.62040086571715
"MM"	230	1	0	1.69	0	0.2	0	0	0.3072	1.49	1.69	-0.2	"No"	0.118343	0	0	1	5.4380793089232
"MM"	242	1	0	1.99	0	0.3	0	1	0.24576	1.69	1.86	-0.17	"No"	0.150754	0	0.13	1	5.48893772615669
"CH"	250	7	0	2.09	0	0	0	0	0.196608	2.09	1.86	0.23	"Yes"	0	0	0.23	0	5.52146091786225
"MM"	229	3	0	1.79	0	0	0	0	0.48	1.79	1.79	0	"No"	0	0	0	3	5.43372200355424
"MM"	246	3	1	2.23	0	0	0	0	0.384	2.23	1.99	0.24	"No"	0	0	0.24	3	5.50533153593236
"MM"	252	3	1	2.23	0	0	0	0	0.3072	2.23	1.99	0.24	"No"	0	0	0.24	3	5.52942908751142
"CH"	253	3	1	2.23	0	0	0	0	0.24576	2.23	1.99	0.24	"No"	0	0	0.24	3	5.53338948872752
"CH"	256	3	1	2.29	0	0	0	0	0.396608	2.29	1.99	0.3	"No"	0	0	0.3	3	5.54517744447956
"CH"	259	3	1	2.29	0	0	0	0	0.517286	2.29	1.99	0.3	"No"	0	0	0.3	3	5.55682806169954
"CH"	259	3	1	2.29	0	0	0	0	0.613829	2.29	1.99	0.3	"No"	0	0	0.3	3	5.55682806169954
"CH"	271	3	1	2.09	0.1	0.4	1	0	0.691063	1.69	1.89	-0.2	"No"	0.191388	0.050251	0.1	3	5.6021188208797
"MM"	275	3	1	2.09	0	0.4	0	0	0.752851	1.69	2.09	-0.4	"No"	0.191388	0	0	3	5.61677109766657
"CH"	233	7	0	1.99	0	0.4	1	0	0.5	1.59	1.75	-0.16	"Yes"	0.201005	0	0.24	0	5.4510384535657
"MM"	262	1	0	1.99	0	0.4	0	1	0.6	1.59	1.76	-0.17	"No"	0.201005	0	0.23	1	5.5683445037611
"MM"	234	3	0	2.09	0	0	0	0	0.256	2.09	1.79	0.3	"No"	0	0	0.3	3	5.4553211153577
"MM"	238	7	0	1.99	0	0.4	0	0	0.2048	1.59	1.75	-0.16	"Yes"	0.201005	0	0.24	0	5.47227067367148
"CH"	228	2	0	1.69	0	0	0	0	0.6	1.69	1.69	0	"No"	0	0	0	2	5.42934562895444
"CH"	229	7	0	1.69	0	0.2	0	1	0.68	1.49	1.69	-0.2	"Yes"	0.118343	0	0	0	5.43372200355424
"CH"	232	4	0	2.09	0	0	0	0	0.4	2.09	1.79	0.3	"No"	0	0	0.3	4	5.44673737166631
"MM"	232	1	0	1.99	0	0	1	0	0.52	1.99	1.69	0.3	"No"	0	0	0.3	1	5.44673737166631
"CH"	266	1	0	1.99	0	0.1	0	0	0.416	1.89	1.86	0.03	"No"	0.050251	0	0.13	1	5.5834963087817
"MM"	241	1	0	1.99	0	0.3	0	1	0.3648	1.69	1.86	-0.17	"No"	0.150754	0	0.13	1	5.48479693349065
"CH"	248	2	1	2.09	0	0	0	0	0.29184	2.09	1.89	0.2	"No"	0	0	0.2	2	5.51342874616498
"CH"	273	1	0	2.18	0	0	0	0	0.433472	2.18	1.86	0.32	"No"	0	0	0.32	1	5.60947179518496
"MM"	256	2	1	2.18	0.13	0	0	0	0.5	2.18	1.76	0.42	"No"	0	0.068783	0.29	2	5.54517744447956
"MM"	259	2	0	2.18	0	0.4	0	1	0.4	1.78	1.86	-0.08	"No"	0.183486	0	0.32	2	5.55682806169954
"MM"	237	2	0	1.99	0	0	0	0	0.5648	1.99	1.75	0.24	"No"	0	0	0.24	2	5.46806014113513
"CH"	242	3	1	2.23	0	0	0	0	0.45184	2.23	1.99	0.24	"No"	0	0	0.24	3	5.48893772615669
"CH"	278	3	1	2.09	0.2	0	0	0	0.561472	2.09	1.89	0.2	"No"	0	0.095694	0	3	5.62762111369064
"CH"	250	2	1	2.09	0	0	0	0	0.6	2.09	1.89	0.2	"No"	0	0	0.2	2	5.52146091786225
"CH"	253	2	1	2.09	0.13	0	0	0	0.68	2.09	1.76	0.33	"No"	0	0.068783	0.2	2	5.53338948872752
"CH"	256	2	1	2.18	0.13	0	0	0	0.744	2.18	1.76	0.42	"No"	0	0.068783	0.29	2	5.54517744447956
"CH"	260	2	0	2.18	0	0.7	0	0	0.7952	1.48	1.86	-0.38	"No"	0.321101	0	0.32	2	5.56068163101553
"CH"	261	2	0	2.18	0	0	0	0	0.83616	2.18	1.86	0.32	"No"	0	0	0.32	2	5.56452040732269
"CH"	263	7	0	2.13	0.27	0	0	0	0.868928	2.13	1.59	0.54	"Yes"	0	0.145161	0.27	0	5.57215403217776
"MM"	278	7	1	2.13	0	0	0	0	0.6	2.13	2.06	0.07	"Yes"	0	0	0.07	0	5.62762111369064
"MM"	228	2	0	1.69	0	0	0	0	0.5	1.69	1.69	0	"No"	0	0	0	2	5.42934562895444
"MM"	229	2	0	1.69	0	0	0	0	0.4	1.69	1.69	0	"No"	0	0	0	2	5.43372200355424
"MM"	235	2	0	1.99	0	0	0	0	0.32	1.99	1.69	0.3	"No"	0	0	0.3	2	5.45958551414416
"MM"	244	2	0	2.09	0	0	0	0	0.256	2.09	1.86	0.23	"No"	0	0	0.23	2	5.4971682252932
"MM"	245	2	1	2.09	0	0	0	0	0.2048	2.09	1.89	0.2	"No"	0	0	0.2	2	5.50125821054473
"MM"	248	2	1	2.09	0	0	0	0	0.16384	2.09	1.89	0.2	"No"	0	0	0.2	2	5.51342874616498
"CH"	232	7	0	1.99	0	0.4	1	1	0.6	1.59	1.69	-0.1	"Yes"	0.201005	0	0.3	0	5.44673737166631
"MM"	267	2	0	2.18	0	0.4	0	1	0.68	1.78	1.86	-0.08	"No"	0.183486	0	0.32	2	5.58724865840025
"MM"	260	1	0	1.99	0	0.2	0	0	0.6	1.79	1.76	0.03	"No"	0.100503	0	0.23	1	5.56068163101553
"CH"	276	2	1	2.18	0	0	0	1	0.5	2.18	1.99	0.19	"No"	0	0	0.19	2	5.62040086571715
"CH"	278	2	1	2.18	0	0	0	0	0.6	2.18	1.99	0.19	"No"	0	0	0.19	2	5.62762111369064
"CH"	232	1	0	1.99	0	0	1	0	0.586313	1.99	1.69	0.3	"No"	0	0	0.3	1	5.44673737166631
"CH"	247	1	0	2.09	0	0	0	0	0.66905	2.09	1.86	0.23	"No"	0	0	0.23	1	5.50938833662798
"CH"	250	1	0	2.09	0	0	0	0	0.73524	2.09	1.86	0.23	"No"	0	0	0.23	1	5.52146091786225
"MM"	230	3	0	1.79	0	0	0	0	0.131072	1.79	1.79	0	"No"	0	0	0	3	5.4380793089232
"MM"	232	3	0	2.09	0	0	0	0	0.104858	2.09	1.79	0.3	"No"	0	0	0.3	3	5.44673737166631
"MM"	233	3	0	2.09	0	0	0	0	0.083886	2.09	1.79	0.3	"No"	0	0	0.3	3	5.4510384535657
"MM"	234	3	0	2.09	0	0	0	0	0.067109	2.09	1.79	0.3	"No"	0	0	0.3	3	5.4553211153577
"CH"	273	3	1	2.09	0	0.4	0	0	0.053687	1.69	1.99	-0.3	"No"	0.191388	0	0.1	3	5.60947179518496
"CH"	274	7	0	2.13	0.47	0.54	1	0	0.5	1.59	1.39	0.2	"Yes"	0.253521	0.252688	0.27	0	5.61312810638807
"MM"	275	2	1	2.18	0	0.8	0	1	0.6	1.38	1.96	-0.58	"No"	0.366972	0	0.22	2	5.61677109766657
"MM"	241	3	0	2.23	0	0	0	0	0.5	2.23	1.79	0.44	"No"	0	0	0.44	3	5.48479693349065
"CH"	259	2	0	2.18	0	0.4	0	1	0.4	1.78	1.86	-0.08	"No"	0.183486	0	0.32	2	5.55682806169954
"MM"	237	1	0	1.99	0	0	0	0	0.104858	1.99	1.75	0.24	"No"	0	0	0.24	1	5.46806014113513
"MM"	257	1	0	2.18	0	0	0	0	0.083886	2.18	1.76	0.42	"No"	0	0	0.42	1	5.54907608489522
"MM"	259	1	0	1.99	0	0.2	0	1	0.067109	1.79	1.76	0.03	"No"	0.100503	0	0.23	1	5.55682806169954
"MM"	262	1	0	1.99	0	0.4	0	1	0.053687	1.59	1.76	-0.17	"No"	0.201005	0	0.23	1	5.5683445037611
"MM"	263	1	0	1.99	0	0.4	0	1	0.04295	1.59	1.76	-0.17	"No"	0.201005	0	0.23	1	5.57215403217776
"MM"	274	1	1	2.13	0	0.74	0	1	0.03436	1.39	1.96	-0.57	"No"	0.347418	0	0.17	1	5.61312810638807
"MM"	244	7	0	2.09	0	0.2	0	0	0.52	1.89	1.86	0.03	"Yes"	0.095694	0	0.23	0	5.4971682252932
"MM"	276	7	1	2.13	0	0.54	0	1	0.416	1.59	1.99	-0.4	"Yes"	0.253521	0	0.14	0	5.62040086571715
"MM"	277	7	1	2.13	0.5	0	0	1	0.3328	2.13	1.49	0.64	"Yes"	0	0.251256	0.14	0	5.62401750618734
"CH"	237	3	0	2.09	0	0	0	0	0.5	2.09	1.79	0.3	"No"	0	0	0.3	3	5.46806014113513
"CH"	241	3	0	2.23	0	0	0	0	0.6	2.23	1.79	0.44	"No"	0	0	0.44	3	5.48479693349065
"CH"	256	7	0	2.18	0	0	0	0	0.5	2.18	1.86	0.32	"Yes"	0	0	0.32	0	5.54517744447956
"CH"	258	1	0	2.18	0	0	0	0	0.6	2.18	1.76	0.42	"No"	0	0	0.42	1	5.55295958492162
"CH"	259	7	0	2.18	0	0	0	0	0.68	2.18	1.86	0.32	"Yes"	0	0	0.32	0	5.55682806169954
"CH"	259	7	0	2.18	0	0	0	0	0.744	2.18	1.86	0.32	"Yes"	0	0	0.32	0	5.55682806169954
"CH"	262	7	0	2.13	0	0	0	0	0.7952	2.13	1.86	0.27	"Yes"	0	0	0.27	0	5.5683445037611
"CH"	264	7	0	2.13	0.37	0	1	0	0.83616	2.13	1.49	0.64	"Yes"	0	0.198925	0.27	0	5.57594910314632
"CH"	265	7	0	2.13	0.37	0	1	0	0.868928	2.13	1.49	0.64	"Yes"	0	0.198925	0.27	0	5.57972982598622
"CH"	265	7	0	2.13	0.37	0	1	0	0.895142	2.13	1.49	0.64	"Yes"	0	0.198925	0.27	0	5.57972982598622
"CH"	266	7	0	2.13	0.37	0	1	0	0.916114	2.13	1.49	0.64	"Yes"	0	0.198925	0.27	0	5.5834963087817
"CH"	267	7	0	2.13	0	0	1	0	0.932891	2.13	1.86	0.27	"Yes"	0	0	0.27	0	5.58724865840025
"CH"	268	7	0	2.13	0	0	0	0	0.946313	2.13	1.86	0.27	"Yes"	0	0	0.27	0	5.59098698051086
"CH"	269	7	0	2.13	0.27	0	1	0	0.95705	2.13	1.59	0.54	"Yes"	0	0.145161	0.27	0	5.59471137960184
"CH"	269	1	0	2.18	0	0	0	0	0.96564	2.18	1.86	0.32	"No"	0	0	0.32	1	5.59471137960184
"CH"	270	7	0	2.13	0.27	0	1	0	0.972512	2.13	1.59	0.54	"Yes"	0	0.145161	0.27	0	5.59842195899838
"CH"	271	7	0	2.13	0	0	0	0	0.97801	2.13	1.86	0.27	"Yes"	0	0	0.27	0	5.6021188208797
"CH"	273	7	0	2.13	0	0.54	0	0	0.982408	1.59	1.86	-0.27	"Yes"	0.253521	0	0.27	0	5.60947179518496
"CH"	274	7	0	2.13	0.47	0.54	1	0	0.985926	1.59	1.39	0.2	"Yes"	0.253521	0.252688	0.27	0	5.61312810638807
"CH"	277	7	1	2.13	0.5	0	0	1	0.988741	2.13	1.49	0.64	"Yes"	0	0.251256	0.14	0	5.62401750618734
"CH"	228	4	0	1.79	0	0	0	0	0.740314	1.79	1.79	0	"No"	0	0	0	4	5.42934562895444
"CH"	229	4	0	1.79	0	0	0	0	0.792251	1.79	1.79	0	"No"	0	0	0	4	5.43372200355424
"CH"	231	4	0	1.79	0	0	0	0	0.833801	1.79	1.79	0	"No"	0	0	0	4	5.44241771052179
"CH"	232	4	0	2.09	0	0	0	0	0.867041	2.09	1.79	0.3	"No"	0	0	0.3	4	5.44673737166631
"CH"	240	4	0	2.23	0	0	0	0	0.893632	2.23	1.79	0.44	"No"	0	0	0.44	4	5.48063892334199
"CH"	244	4	1	2.23	0	0	0	0	0.914906	2.23	1.99	0.24	"No"	0	0	0.24	4	5.4971682252932
"CH"	248	1	0	2.09	0	0	0	0	0.931925	2.09	1.86	0.23	"No"	0	0	0.23	1	5.51342874616498
"CH"	251	4	1	2.23	0	0	0	0	0.94554	2.23	1.99	0.24	"No"	0	0	0.24	4	5.52545293913178
"CH"	270	4	1	2.09	0.1	0	0	0	0.956432	2.09	1.89	0.2	"No"	0	0.050251	0.1	4	5.59842195899838
"CH"	274	4	1	2.09	0	0.4	0	0	0.965145	1.69	1.99	-0.3	"No"	0.191388	0	0.1	4	5.61312810638807
"MM"	228	2	0	1.69	0	0	0	0	0.32	1.69	1.69	0	"No"	0	0	0	2	5.42934562895444
"MM"	237	3	0	2.09	0	0	0	0	0.256	2.09	1.79	0.3	"No"	0	0	0.3	3	5.46806014113513
"MM"	241	3	0	2.23	0	0	0	0	0.2048	2.23	1.79	0.44	"No"	0	0	0.44	3	5.48479693349065
"MM"	252	3	1	2.23	0	0	0	0	0.16384	2.23	1.99	0.24	"No"	0	0	0.24	3	5.52942908751142
"MM"	231	4	0	1.79	0	0	0	0	0.6	1.79	1.79	0	"No"	0	0	0	4	5.44241771052179
"CH"	251	4	1	2.23	0	0	0	0	0.48	2.23	1.99	0.24	"No"	0	0	0.24	4	5.52545293913178
"MM"	243	1	0	1.99	0	0.8	0	1	0.32	1.19	1.86	-0.67	"No"	0.40201	0	0.13	1	5.49306144334055
"MM"	262	2	0	2.18	0	0.6	0	1	0.256	1.58	1.86	-0.28	"No"	0.275229	0	0.32	2	5.5683445037611
"MM"	268	1	0	1.99	0	0.2	0	1	0.2048	1.79	1.86	-0.07	"No"	0.100503	0	0.13	1	5.59098698051086
"CH"	268	2	0	2.18	0	0	0	1	0.16384	2.18	1.86	0.32	"No"	0	0	0.32	2	5.59098698051086
"MM"	270	2	0	2.18	0	0	0	0	0.331072	2.18	1.86	0.32	"No"	0	0	0.32	2	5.59842195899838
"CH"	273	2	0	2.18	0	0.06	0	0	0.264858	2.12	1.86	0.26	"No"	0.027523	0	0.32	2	5.60947179518496
"MM"	274	7	0	2.13	0.47	0.54	1	0	0.411886	1.59	1.39	0.2	"Yes"	0.253521	0.252688	0.27	0	5.61312810638807
"MM"	274	2	1	2.18	0	0.8	0	1	0.329509	1.38	1.96	-0.58	"No"	0.366972	0	0.22	2	5.61312810638807
"MM"	274	2	1	2.18	0	0.8	0	1	0.263607	1.38	1.96	-0.58	"No"	0.366972	0	0.22	2	5.61312810638807
"MM"	275	2	1	2.18	0	0.8	0	1	0.210886	1.38	1.96	-0.58	"No"	0.366972	0	0.22	2	5.61677109766657
"MM"	275	2	1	2.18	0	0.8	0	1	0.168709	1.38	1.96	-0.58	"No"	0.366972	0	0.22	2	5.61677109766657
"MM"	234	7	0	1.99	0	0.4	1	0	0.5	1.59	1.75	-0.16	"Yes"	0.201005	0	0.24	0	5.4553211153577
"CH"	269	7	0	2.13	0.27	0	1	0	0.4	2.13	1.59	0.54	"Yes"	0	0.145161	0.27	0	5.59471137960184
